ticker,company_name,cik,sector,quarter_end_date,fiscal_year,fiscal_quarter,revenue,net_income,total_assets,total_liabilities,stockholders_equity,shares_outstanding,close_price_asof,cpi_level,cpi_yoy,unemployment_rate,book_value_per_share,earnings_per_share,market_cap,roe,roa,debt_to_assets,profit_margin,price_to_book,price_to_earnings,pb_quarter_median,valuation_label
UNP,Union Pacific Corp,100885,Industrials,2020-06-30,2020,Q2,4244000000.0,1132000000.0,63555000000.0,47103000000.0,16452000000.0,678568053.0,160.631,257.797,0.6457330475554857,11.0,24.24517323983126,1.6682188249142345,108999064921.443,0.0688062241672745,0.017811344504759657,0.7411375973566202,0.26672950047125354,6.625277469088439,96.28892660904859,4.738882958015099,1
UNP,Union Pacific Corp,100885,Industrials,2020-09-30,2020,Q3,4919000000.0,1363000000.0,63714000000.0,46515000000.0,17199000000.0,678838800.0,187.974,260.28,1.3713248610564666,7.8,25.335911854183937,2.0078404475407123,127604044591.2,0.07924879353450782,0.021392472611984806,0.7300593276203032,0.2770888391949583,7.419271154788069,93.61998869493762,5.293485366260736,1
UNP,Union Pacific Corp,100885,Industrials,2020-12-31,2020,Q4,5141000000.0,5349000000.0,62398000000.0,45440000000.0,16958000000.0,673868865.0,199.735,260.474,1.3620054947193203,6.7,25.165133575358166,7.937746166681851,134595197750.77501,0.31542634744663284,0.08572390140709638,0.7282284688611814,1.0404590546586268,7.936973567093703,25.162684193452048,5.73249550399329,1
UNP,Union Pacific Corp,100885,Industrials,2021-03-31,2021,Q1,5001000000.0,1341000000.0,61793000000.0,45539000000.0,16254000000.0,669829363.0,212.419,264.877,2.619762508959189,6.1,24.265881577962418,2.0020024114708748,142284483459.09702,0.08250276854928018,0.021701487223471913,0.7369604971436894,0.26814637072585484,8.753813428023687,106.10326879873006,6.317200851854883,1
UNP,Union Pacific Corp,100885,Industrials,2021-06-30,2021,Q2,5504000000.0,1798000000.0,62073000000.0,47770000000.0,14303000000.0,664302521.0,212.98,271.696,5.391451413321335,5.9,21.53085310961811,2.7065981885683676,141483150922.58,0.1257078934489268,0.028965894994603128,0.7695777552236882,0.326671511627907,9.891851424357128,78.68918293803114,5.3275210694343125,1
UNP,Union Pacific Corp,100885,Industrials,2021-09-30,2021,Q3,5566000000.0,1673000000.0,62360000000.0,48443000000.0,13917000000.0,652122933.0,190.735,274.31,5.390348855079163,4.7,21.341068218498,2.565467207699012,124382667625.755,0.12021268951641877,0.026828094932649135,0.7768280949326491,0.30057491915199425,8.937462644661567,74.34708166512553,5.356488849415659,1
UNP,Union Pacific Corp,100885,Industrials,2021-12-31,2021,Q4,,6523000000.0,63525000000.0,49364000000.0,14161000000.0,642875700.0,246.315,278.802,7.036402865545144,3.9,22.027586359229318,10.14659599048463,158349928045.5,0.4606313113480686,0.10268398268398268,0.7770798898071626,,11.182114825612599,24.27562901203434,6.068687512555233,1
UNP,Union Pacific Corp,100885,Industrials,2022-03-31,2022,Q1,,1630000000.0,64051000000.0,52154000000.0,11897000000.0,636898957.0,268.432,287.504,8.542455554842432,3.7,18.679572119318134,2.5592756623088646,170964060825.424,0.13700933008321425,0.025448470749871197,0.8142573886434248,,14.370350577912417,104.88592688676319,5.748991667128938,1
UNP,Union Pacific Corp,100885,Industrials,2022-06-30,2022,Q2,,1835000000.0,64440000000.0,51730000000.0,12710000000.0,628025156.0,210.788,296.311,9.059757964784154,3.6,20.238042821329277,2.9218574804987587,132380166582.92801,0.14437450826121165,0.028476101800124148,0.8027622594661701,,10.415434034848781,72.1417801541842,4.975265847338239,1
UNP,Union Pacific Corp,100885,Industrials,2022-09-30,2022,Q3,,1895000000.0,65343000000.0,53600000000.0,11743000000.0,624478594.0,193.627,296.808,8.20166964383362,3.5,18.80448763628878,3.0345315567373956,120915916720.438,0.1613727326918164,0.02900081110447944,0.8202867943008433,,10.296850610613813,63.807871620283905,4.616246946307841,1
